t,w,r,Y,K,L,A,TFP,ext_fin,ext_fin_Y,entrepreneur_share
125,1.2381046268919216,-0.042861960686654266,2.2814848162361168,5.867080993062707,0.9753536894695359,5.867080641535177,1.4575599378220843,1.323886513029049,0.5802740844942956,0.024646281895491687
126,1.2381045805814606,-0.04286195987944032,2.2814847556211313,5.8670805060243705,0.9753536997850806,5.867080161978828,1.4575599240695618,1.3238863990288776,0.5802740499436084,0.024646273587893248
127,1.238104538362541,-0.04286195913005053,2.2814847004470837,5.867080058836546,0.9753537092263882,5.86707972179196,1.4575599118103362,1.3238862944888652,0.5802740181555608,0.02464626603659636
128,1.2381044997726716,-0.04286195844294538,2.281484650067214,5.867079646800572,0.9753537178820239,5.867079317379158,1.4575599008017803,1.323886198255181,0.5802739887889136,0.02464625907251184
129,1.2381044645747243,-0.04286195780434104,2.2814846041162395,5.867079267666586,0.9753537257762478,5.867078945604344,1.457559890995928,1.323886109797683,0.5802739617042063,0.02464625274581289
130,1.2381044324319554,-0.04286195721552706,2.2814845622436657,5.8670789189914725,0.9753537330284273,5.867078604499541,1.4575598822406954,1.3238860285120537,0.580273936725705,0.02464624694727419
131,1.2381044030902584,-0.042861956668973494,2.2814845240068182,5.8670785976504325,0.9753537396435813,5.86707829080671,1.4575598744481761,1.3238859536553862,0.5802739136403757,0.02464624166744258
132,1.238104376275805,-0.0428619561652904,2.2814844891280766,5.867078301693438,0.9753537457203936,5.867078002988726,1.4575598674932109,1.3238858847389017,0.5802738923045916,0.02464623681264686
133,1.2381043517867343,-0.0428619556970558,2.2814844572975344,5.867078028913369,0.9753537512826624,5.867077738426772,1.4575598613239977,1.3238858212458509,0.5802738725706775,0.024646232386983925
134,1.2381043294135796,-0.04286195526150083,2.281484428256214,5.86707777735781,0.9753537563846508,5.867077495373321,1.457559855864492,1.3238857626985325,0.5802738542951205,0.024646228343622567
135,1.2381043089659372,-0.04286195485670068,2.2814844017634117,5.867077545392769,0.9753537610723235,5.867077272315909,1.4575598510350192,1.3238857087301135,0.5802738373783541,0.024646224642455583
136,1.23810429027414,-0.042861954479028366,2.2814843775802003,5.867077331189386,0.9753537653758437,5.867077067319064,1.4575598467810915,1.3238856588701116,0.5802738216749299,0.02464622125782733
137,1.238104273187902,-0.042861954125819876,2.281484355528094,5.867077133462809,0.9753537693369604,5.867076879143841,1.4575598430510088,1.3238856128142062,0.5802738070968569,0.02464621816333279
138,1.2381042575625179,-0.04286195379518393,2.2814843353964545,5.867076950707583,0.97535377297839,5.867076706251146,1.4575598397878813,1.3238855702193064,0.5802737935473286,0.024646215333911304
139,1.238104243276363,-0.04286195348505301,2.281484317040669,5.867076781940887,0.9753537763332859,5.8670765475776925,1.4575598369455838,1.3238855308647284,0.5802737809663976,0.024646212747576966
140,1.2381042302065073,-0.042861953194604244,2.2814843002902534,5.86707662597014,0.9753537794244445,5.8670764019359005,1.457559834470282,1.3238854944580551,0.5802737692692554,0.024646210376318582
141,1.2381042182593676,-0.04286195292085962,2.2814842850271546,5.86707648192429,0.9753537822745172,5.867076268287416,1.4575598323391616,1.323885460794615,0.580273758396218,0.024646208215320715
142,1.2381042073235045,-0.042861952664268864,2.2814842710953327,5.867076348716067,0.9753537849037206,5.867076145669173,1.4575598304951067,1.3238854296340798,0.5802737482816338,0.024646206229380484
143,1.238104197326872,-0.04286195242263778,2.2814842584015476,5.867076225768062,0.9753537873279199,5.86707603320492,1.457559828916993,1.3238854008542524,0.5802737388956575,0.024646204419821224
144,1.238104188178549,-0.042861952196066616,2.2814842468200287,5.867076112159493,0.9753537895643286,5.867075930067707,1.4575598275625494,1.3238853742276384,0.5802737301705643,0.024646202759390976
145,1.2381041798124883,-0.04286195198312004,2.2814842362624033,5.867076007290073,0.9753537916264234,5.867075835485069,1.4575598264098752,1.3238853496184935,0.5802737220693327,0.024646201242627983
146,1.2381041721598351,-0.04286195178362459,2.2814842266331716,5.867075910500072,0.9753537935269863,5.867075748775785,1.4575598254288402,1.3238853268836697,0.5802737145535087,0.02464619985455428
147,1.2381041651611033,-0.04286195159694821,2.2814842178518906,5.867075821248999,0.9753537952776979,5.867075669284407,1.4575598245948724,1.3238853059053788,0.5802737075919246,0.024646198584822417
148,1.2381041587596626,-0.04286195142273444,2.281484209841379,5.867075738971941,0.9753537968898174,5.867075596438928,1.4575598238861889,1.3238852865522972,0.58027370114665,0.024646197421976622
149,1.2381041529077588,-0.04286195126034522,2.28148420253621,5.867075663220913,0.9753537983723015,5.867075529671798,1.457559823285087,1.3238852687200586,0.5802736951885806,0.024646196359798072
150,1.238104147558451,-0.042861951109609754,2.2814841958717533,5.867075593539955,0.9753537997339978,5.867075468495113,1.4575598227719222,1.323885252311411,0.580273689691528,0.024646195388319265
151,1.2381041426686445,-0.04286195097012453,2.2814841897908886,5.86707552949242,0.9753538009841828,5.867075412449337,1.4575598223319233,1.3238852372261234,0.5802736846260877,0.024646194499247855
152,1.2381041382006153,-0.042861950841412304,2.281484184241608,5.867075470690414,0.9753538021298765,5.867075361101177,1.457559821952004,1.3238852233768426,0.5802736799671997,0.024646193686284585
153,1.2381041341196544,-0.04286195072318777,2.2814841791778973,5.867075416794603,0.9753538031784516,5.867075314068625,1.4575598216200014,1.3238852106837105,0.5802736756915645,0.024646192943432583
154,1.238104130392548,-0.042861950614920805,2.281484174554739,5.867075367423588,0.9753538041366259,5.867075270984909,1.45755982132666,1.3238851990584952,0.5802736717719589,0.024646192264121975
155,1.2381041269899675,-0.04286195051627657,2.281484170334335,5.867075322278697,0.9753538050111443,5.8670752315280446,1.4575598210631018,1.323885188434553,0.5802736681887858,0.024646191643202024
156,1.2381041238838386,-0.042861950426802936,2.2814841664789385,5.867075281033095,0.9753538058078266,5.867075195390372,1.457559820821784,1.3238851787353836,0.5802736649181146,0.024646191074862992
157,1.2381041210503294,-0.042861950345890375,2.2814841629589058,5.867075243418207,0.975353806532701,5.867075162298365,1.4575598205986582,1.3238851698984162,0.5802736619400597,0.02464619055593839
158,1.2381041184659063,-0.042861950273028165,2.2814841597437936,5.867075209143719,0.9753538071912631,5.867075131997156,1.4575598203895022,1.3238851618543244,0.5802736592319774,0.024646190081908236
159,1.2381041161085475,-0.04286195020788904,2.2814841568051727,5.8670751779539945,0.9753538077886121,5.867075104252068,1.457559820188716,1.3238851545435035,0.580273656774973,0.024646189647723117
160,1.2381041139600544,-0.042861950149672964,2.2814841541212814,5.867075149606424,0.9753538083298534,5.867075078849012,1.4575598199968014,1.3238851479080846,0.5802736545492169,0.02464618925172856
161,1.2381041120009413,-0.0428619500979857,2.2814841516675353,5.867075123849709,0.9753538088198699,5.867075055590996,1.457559819810418,1.3238851418879904,0.5802736525346291,0.02464618888898162
162,1.238104110215923,-0.04286195005210772,2.281484149425819,5.8670751004752955,0.9753538092630196,5.8670750342976135,1.4575598196303623,1.3238851364331847,0.5802736507138858,0.024646188558044506
163,1.2381041085888778,-0.04286195001161044,2.2814841473761853,5.867075079265151,0.9753538096635279,5.867075014803096,1.4575598194550377,1.3238851314913986,0.5802736490691505,0.024646188255157724
164,1.2381041071059995,-0.04286194997585138,2.2814841455027923,5.86707506002077,0.9753538100256303,5.867074996956041,1.4575598192855435,1.3238851270148135,0.5802736475834928,0.024646187978251247
165,1.238104105754545,-0.04286194994428316,2.2814841437904723,5.867075042557402,0.9753538103529693,5.867074980617621,1.4575598191224666,1.3238851229589026,0.5802736462412539,0.024646187725192403
166,1.2381041045226184,-0.042861949916461875,2.2814841422251875,5.867075026708994,0.9753538106489802,5.867074965661045,1.4575598189658083,1.3238851192838528,0.5802736450285537,0.024646187493722934
167,1.2381041033996127,-0.042861949891860054,2.2814841407946975,5.867075012315301,0.9753538109168934,5.8670749519696965,1.4575598188168442,1.3238851159508684,0.5802736439315008,0.024646187282221642
168,1.238104102375421,-0.04286194987006402,2.281484139487192,5.867074999228212,0.9753538111597035,5.867074939437112,1.457559818676066,1.3238851129242386,0.5802736429374467,0.02464618708872158
169,1.238104101441386,-0.04286194985072728,2.281484138292366,5.867074987327906,0.9753538113798479,5.86707492796565,1.4575598185435499,1.3238851101754308,0.580273642036506,0.02464618691183133
170,1.2381041005892244,-0.042861949833473426,2.281484137200562,5.867074976489594,0.9753538115797996,5.867074917465982,1.457559818420043,1.323885107674308,0.5802736412179258,0.024646186750077962
171,1.2381040998115784,-0.04286194981801994,2.281484136203023,5.867074966609935,0.9753538117616354,5.867074907856239,1.4575598183056178,1.3238851053962022,0.5802736404731211,0.024646186602164635
172,1.238104099101713,-0.042861949804095106,2.2814841352917705,5.8670749575923296,0.97535381192729,5.867074899061293,1.4575598182005138,1.3238851033180032,0.5802736397939916,0.024646186466928236
173,1.2381040984536433,-0.04286194979153346,2.2814841344593058,5.867074949359626,0.9753538120782417,5.867074891012523,1.4575598181040554,1.3238851014216815,0.580273639174542,0.024646186343254335
174,1.2381040978618447,-0.04286194978013647,2.281484133698944,5.867074941835015,0.9753538122160019,5.867074883646918,1.4575598180161866,1.323885099688989,0.5802736386084743,0.024646186230182016
175,1.2381040973213073,-0.04286194976975174,2.2814841330044886,5.867074934951496,0.9753538123418634,5.86707487690681,1.4575598179365679,1.32388509810415,0.5802736380904496,0.024646186126801136
176,1.2381040968275698,-0.04286194976028447,2.2814841323702497,5.867074928654537,0.9753538124568769,5.8670748707393585,1.4575598178644409,1.32388509665454,0.580273637616382,0.024646186032283638
177,1.2381040963765235,-0.0428619497516313,2.2814841317909806,5.867074922891144,0.975353812562017,5.867074865096086,1.457559817799283,1.3238850953278072,0.5802736371821917,0.024646185945866834
178,1.2381040959644558,-0.042861949743714794,2.2814841312619745,5.867074917615751,0.9753538126581767,5.86707485993265,1.4575598177404991,1.3238850941134124,0.5802736367844565,0.024646185866869164
179,1.238104095587985,-0.04286194973647071,2.281484130778801,5.867074912786836,0.9753538127460961,5.86707485520834,1.457559817687435,1.3238850930017896,0.5802736364201104,0.024646185794642166
180,1.2381040952440308,-0.04286194972983909,2.281484130337526,5.867074908366927,0.9753538128265008,5.867074850885981,1.4575598176395532,1.323885091984311,0.5802736360863723,0.02464618572861583
181,1.2381040949297724,-0.04286194972376589,2.2814841299344915,5.867074904321413,0.9753538129000245,5.867074846931437,1.457559817596336,1.3238850910530102,0.5802736357806807,0.024646185668255677
182,1.2381040946426318,-0.04286194971820098,2.281484129566364,5.867074900618861,0.9753538129672474,5.867074843313489,1.4575598175573012,1.3238850902006531,0.5802736355007126,0.024646185613071102
183,1.2381040943801747,-0.04286194971306418,2.2814841292301837,5.867074897226078,0.9753538130288149,5.867074840003553,1.4575598175223636,1.3238850894194307,0.5802736352437984,0.024646185562626845
184,1.2381040941401018,-0.04286194970825631,2.2814841289232284,5.867074894109581,0.9753538130853627,5.867074836975467,1.457559817491623,1.3238850887013496,0.5802736350071266,0.024646185516507137
185,1.2381040939201813,-0.04286194970363065,2.2814841286431364,5.867074891232861,0.9753538131376327,5.867074834205287,1.4575598174656497,1.3238850880375035,0.5802736347873941,0.02464618547435009
186,1.2381040937181158,-0.04286194969895632,2.2814841283878144,5.867074888550846,0.975353813186538,5.867074831671067,1.457559817445749,1.3238850874165813,0.5802736345801757,0.02464618543580588
187,1.2381040935312435,-0.042861949693792076,2.281484128155672,5.867074885996363,0.97535381323351,5.867074829352769,1.4575598174350148,1.3238850868211993,0.5802736343782563,0.024646185400571865
188,1.23810409335599,-0.042861949687282075,2.281484127945748,5.867074883456308,0.9753538132809831,5.867074827232025,1.4575598174399311,1.3238850862214444,0.5802736341687692,0.024646185368359372
189,1.2381040931873768,-0.04286194967795306,2.281484127757944,5.8670748807499375,0.9753538133328729,5.8670748252920255,1.4575598174719373,1.3238850855689888,0.5802736339305568,0.024646185338911955
190,1.238104093018384,-0.04286194966346798,2.281484127593276,5.867074877599944,0.9753538133952072,5.867074823517413,1.457559817549454,1.3238850847892527,0.5802736336306715,0.024646185311990143
191,1.2381040928338933,-0.042861949638058686,2.2814841274560447,5.867074873339328,0.9753538134819375,5.8670748218941,1.4575598177182578,1.323885083701894,0.5802736331889735,0.02464618528737967
192,1.238104092604543,-0.042861949589878275,2.28148412735566,5.867074866623391,0.9753538136204203,5.867074820409222,1.457559818071292,1.3238850819426902,0.5802736324434266,0.02464618526488008
193,1.2381040922862643,-0.04286194950081473,2.2814841273068582,5.86707485540812,0.9753538138518889,5.8670748190509805,1.4575598187502112,1.3238850789576744,0.5802736311474731,0.024646185244311957
194,1.2381040918198754,-0.042861949346335894,2.281484127329885,5.867074836931586,0.975353814231878,5.867074817808612,1.4575598199466968,1.3238850739980965,0.580273628967778,0.024646185225508436
195,1.2381040909944354,-0.042861949026123114,2.281484127456262,5.867074800185717,0.9753538149390883,5.867074816672243,1.4575598223937138,1.3238850640783195,0.5802736245876862,0.02464618520831922
196,1.238104089431764,-0.04286194835719016,2.281484127719697,5.867074724632973,0.9753538162858224,5.867074815632848,1.457559827442818,1.3238850436277068,0.5802736155569518,0.02464618519260476
197,1.238104086748054,-0.04286194715494275,2.2814841281593257,5.867074589561449,0.9753538185911109,5.867074814682164,1.4575598364603355,1.3238850070282908,0.5802735994032032,0.024646185178239202
198,1.2381040825559926,-0.04286194523413357,2.2814841288192853,5.867074374182007,0.975353822179032,5.867074813812619,1.4575598508207972,1.3238849486411248,0.5802735736436012,0.0246461851651064
199,1.2381040740058846,-0.042861940436512896,2.2814841249137423,5.867073792285282,0.9753538271464934,5.8670748130173225,1.4575598860032053,1.3238847908293128,0.5802735054662569,0.02464618515310092
200,1.2381040580181342,-0.042861930081704275,2.2814841135734456,5.867072581119922,0.9753538348136532,5.867074812289916,1.4575599571917386,1.3238844623191597,0.5802733643608784,0.024646185142125555
201,1.2381040344418064,-0.04286191422635596,2.281484095360546,5.867070747597104,0.9753538455394031,5.8670748116246365,1.4575600642978883,1.3238839649856344,0.5802731510063055,0.024646185132092328
202,1.2381040031793304,-0.04286189295485221,2.28148407084033,5.867068301678259,0.9753538596429143,5.8670748110161774,1.4575602070376166,1.3238833015310982,0.5802728664432347,0.0246461851229201
203,1.2381039446180493,-0.04286184196039999,2.2814839349092413,5.867061319189616,0.9753538465533218,5.8670748104596875,1.4575605724168343,1.3238814074839247,0.5802720708338406,0.02464618511453522
204,1.2381038577658017,-0.042861751280388966,2.281483725420482,5.867050828816829,0.9753538259067123,5.867059962184435,1.457561117995798,1.3238785999878482,0.5802708935580309,0.02464618510686982
205,1.2381037654246316,-0.04286166077825624,2.2814835143259704,5.867040207591088,0.9753538088939832,5.867045827256709,1.4575616710256867,1.3238758062561669,0.5802697227234999,0.024646185099862414
206,1.238103668396942,-0.04286157097796048,2.281483302687751,5.867029503266183,0.9753537953576462,5.8670324058669845,1.4575622290921724,1.3238730222863775,0.5802685563057859,0.024646185093456393
207,1.2381035676448824,-0.042861482384916445,2.2814830901590284,5.867018776340986,0.9753537842874368,5.867019693291511,1.4575627880553892,1.323870272520135,0.5802674051061478,0.024646185087600195
208,1.2381034643569413,-0.042861395539395504,2.281482880221645,5.8670081009412245,0.9753537763234104,5.867007700738185,1.4575633453388632,1.323867579816762,0.5802662782585285,0.024646185082246624
209,1.2381033617671413,-0.042861312714896176,2.2814826772418595,5.866997800783995,0.9753537707922321,5.866996461253043,1.4575638827658657,1.3238650118387951,0.5802652043097027,0.024646185077352535
210,1.2381032632006645,-0.04286123660001434,2.2814824873560786,5.86698816980946,0.9753537677602641,5.8669859849520325,1.457564385218951,1.3238626649884224,0.5802642239531698,0.024646185072878482
211,1.2381031692154223,-0.04286116742360697,2.281482306566693,5.866979203841323,0.9753537648471469,5.86697626326729,1.4575648504143879,1.3238605417651923,0.5802633393012873,0.024646185068788417
212,1.2381030806138873,-0.042861105362765356,2.281482140000138,5.866970989076244,0.9753537638536006,5.8669673501687996,1.4575652760443158,1.323858662187812,0.5802625578246831,0.024646185065049363
213,1.2381030014886472,-0.042861055131268685,2.2814820029328784,5.866964273755855,0.975353768039577,5.866959263621618,1.457565623406534,1.3238599673429325,0.5802631647504084,0.024646185061631246
214,1.2381029323096746,-0.04286101829796428,2.281481894778395,5.8669589149683805,0.9753537765954897,5.866954732486903,1.4575659013819429,1.3238587526610144,0.5802626598488101,0.024646185058506468
215,1.2381028681954653,-0.04286098693884511,2.2814817975127366,5.866954185164068,0.9753537858004085,5.866950480404399,1.457566145576835,1.3238587614574397,0.5802626884425315,0.02464618505564993
216,1.238102808849883,-0.04286096100118444,2.2814817122901223,5.866950034958274,0.9753537965419616,5.866946480293985,1.4575663599269895,1.3238605296301418,0.580263485128385,0.02464618505303848
217,1.2381027525828632,-0.04286094280615159,2.28148165479573,5.866946765968016,0.9753538182713226,5.866942700131892,1.4575665349180755,1.3238622816416328,0.5802642676783493,0.02464618505065121
218,1.2381026964957276,-0.042860935300199555,2.2814815812015445,5.86694312015533,0.9753538327802691,5.866939136713967,1.457566724029683,1.3238625901630003,0.5802644216245598,0.02464618504846878
219,1.2381026427756496,-0.042860935022348896,2.2814814694753,5.866938905053864,0.9753538273689959,5.8669357741007175,1.4575669256517125,1.323861627248711,0.5802640279840517,0.024646185046473666
220,1.2381025957372944,-0.04286093807373725,2.281481360987028,5.866935260654329,0.9753538181653723,5.866932631418482,1.4575670923797,1.32386075618879,0.5802636737808164,0.024646185044649813
221,1.2381025572491904,-0.042860944668236416,2.2814812484818785,5.86693222904774,0.9753538003849177,5.8669296866728065,1.4575672168525162,1.3238600189431318,0.5802633792515464,0.02464618504298252
222,1.2381025353346464,-0.042860959765902235,2.2814811406032325,5.8669304153902235,0.9753537716023198,5.866926955586049,1.457567265397472,1.3238595951005212,0.5802632209137997,0.024646185041458265
223,1.2381025704313036,-0.04286098892169818,2.2814809703482983,5.866930371751351,0.9753536710417885,5.86692441884183,1.4575671594521842,1.3238596405324379,0.5802632841291387,0.024646185040064866
224,1.2381026871652903,-0.04286103190292272,2.2814806925226403,5.866932066780846,0.9753534610418617,5.866922094142043,1.4575668721738353,1.3238601502590925,0.5802635782095076,0.02464618503879109
225,1.238102908848803,-0.042861092214942914,2.2814802629204833,5.866935824518459,0.9753531027508714,5.86691996210579,1.457566354333622,1.3238612126667293,0.5802641531389263,0.024646185037626625
226,1.238103300332054,-0.04286123324885701,2.2814798286838096,5.866949079068396,0.9753526086258345,5.866932878496402,1.4575652184481107,1.32386480395414,0.580265837685657,0.024646185036562122
227,1.238106005824981,-0.042861531229749714,2.281475127966903,5.866976775697293,0.9753484675580872,5.866945279315531,1.457560421477538,1.3238722658931992,0.580270303920843,0.024646185035588963
228,1.2381104043670867,-0.04286188968241045,2.2814671288104895,5.867008926190966,0.9753416028321751,5.866942314592716,1.4575532288015043,1.3238809383182792,0.5802761396823297,0.024646185034699345
229,1.2381161090244612,-0.042862343114222386,2.2814561882090687,5.867046946784223,0.9753324128814282,5.866939549029086,1.4575436737639622,1.3238912383587045,0.580283437043756,0.024646054785888695
230,1.2381229185641656,-0.04286286089339758,2.281443641969485,5.867093789790999,0.9753216836055494,5.866936961500329,1.457532603526076,1.323903883184274,0.5802921706369206,0.024646028104527012
231,1.2382741897341896,-0.042865909541854735,2.2811330291375573,5.867173789440464,0.9750697620556323,5.86693365490495,1.4573289665354512,1.3239255355887094,0.5803806786705703,0.024646006352966675
232,1.2383862541732071,-0.04286816803618026,2.28090296365726,5.867233192097663,0.9748831916891838,5.866930512527816,1.4571781256390486,1.3239416012912342,0.5804462628994927,0.024645987822248243
233,1.238469273551522,-0.04286984116992791,2.2807269307042644,5.867258509729616,0.9747426069939688,5.866912114493672,1.4570640197322273,1.323948651805936,0.5804941547286043,0.024645979795543414
234,1.238530775819647,-0.0428710806578938,2.280595624119502,5.867273250524479,0.9746380876020054,5.866893136445558,1.456979174946874,1.3239528634809754,0.5805294237518019,0.02464597468523498
235,1.2385763378204877,-0.04287199889316326,2.2804975284534574,5.867280293179562,0.9745603134226997,5.866873782722419,1.4569160465813478,1.3239522474053826,0.5805541250918321,0.02464597069547496
236,1.238610090980881,-0.04287267913858174,2.280424107725014,5.867281805071055,0.9745023802230752,5.866850576110848,1.4568690406873985,1.3239530753435056,0.5805731797250212,0.024645967479974634
237,1.2386350959371057,-0.042873183076782284,2.2803690219776827,5.867279245431382,0.9744591675827913,5.866812924336728,1.4568340121131953,1.3239545457686137,0.5805878491632881,0.02464596463681624
238,1.2386536200642848,-0.04287355640338335,2.280327589079466,5.86727405217254,0.9744268891902357,5.866779205726078,1.4568078765332912,1.3239508834539935,0.5805967922303885,0.02464596215101063
239,1.238667343075221,-0.04287383297053168,2.2802963259089095,5.867267037859262,0.974402734281934,5.86674630045936,1.4567883559565744,1.3239480712983618,0.5806035190495015,0.02464595981110522
240,1.2386775093317652,-0.042874037856514405,2.280272703347854,5.867260327091782,0.9743846427131004,5.866714290100019,1.4567736972167376,1.3239483389191018,0.5806096511944846,0.02464595775118133
241,1.238685040679849,-0.04287418963978357,2.280257195921118,5.867265393451437,0.9743720917933175,5.866692707772728,1.456763460684303,1.3239525453578578,0.5806154444885075,0.024645955816257774
242,1.238690620039736,-0.04287430208359497,2.2802456199111742,5.867267489434955,0.9743627564132328,5.866672502298865,1.4567559282126592,1.3239547032095873,0.5806193383944144,0.02464595409397449
243,1.2386947533312003,-0.04287438538401925,2.2801373107376364,5.866514352758219,0.9743132240812002,5.866096095825574,1.456735483222645,1.3237599853959336,0.5805615210812415,0.024645952439271562
244,1.2386978153488282,-0.04287444709449134,2.280125655466965,5.866439717110704,0.9743058352329916,5.866024091918485,1.4567328673412432,1.3237411982774416,0.5805562492152838,0.024645951003565175
245,1.238700083747279,-0.04287449281073348,2.280116174879459,5.8663716378252415,0.974299999900642,5.865958663802014,1.4567312164747035,1.323724117671584,0.580551172021559,0.02464594963430947
246,1.238701764218183,-0.042874526678158636,2.2801078944119517,5.866308708659176,0.97429513984274,5.865899019896187,1.4567299990672538,1.3237111333072091,0.5805475857310687,0.024645948386701057
247,1.2387030091416482,-0.042874551767764287,2.280100548020897,5.866251565741121,0.9742910215121918,5.865847824754505,1.4567290039486975,1.3236967560158617,0.58054315068027,0.024645947244290808
248,1.2387039314036346,-0.042874570354601294,2.2800939653735757,5.86620018263041,0.9742874833283857,5.8658021705062575,1.4567281240064949,1.3236849349198192,0.5805396422348513,0.024645946213595317
249,1.2387046146321183,-0.04287458412406882,2.280087991485221,5.8661544457757415,0.9742843932846235,5.865761779586771,1.4567272675140535,1.3236761733467857,0.5805373206165432,0.02464594522673119
